Scoreboard_ID,TeamName,BatsmanName,Wicket_Information,Outby_BowlerCatch,Outby_FielderCatch,Outby_Bowled,Outby_LBW,Outby_Runout,Player_RetiredHurt,Player_NotOut,Runs_Scored,Balls_Faced,Fours_hit,Sixes_hit,Strike_Rate,Season/Year,scoreboard_url
3326,Sunrisers Hyderabad,Naman Ojha  ,c Yuvraj Singh b Aaron,,1,,,,,,24,20,0,2,120,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/sunrisers-hyderabad-vs-royal-challengers-bangalore-46th-match-734021/full-scorecard
3327,Sunrisers Hyderabad,Aaron Finch,not out,,,,,,,1,11,9,1,0,122.22,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/sunrisers-hyderabad-vs-royal-challengers-bangalore-46th-match-734021/full-scorecard
3328,Sunrisers Hyderabad,Daren Sammy,not out,,,,,,,1,10,4,0,1,250,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/sunrisers-hyderabad-vs-royal-challengers-bangalore-46th-match-734021/full-scorecard
3329,Kolkata Knight Riders,Robin Uthappa,c du Plessis b Jadeja,,1,,,,,,67,39,10,1,171.79,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-chennai-super-kings-47th-match-734023/full-scorecard
3330,Kolkata Knight Riders,Gautam Gambhir,b Pandey,,,1,,,,,21,20,3,0,105,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-chennai-super-kings-47th-match-734023/full-scorecard
3331,Kolkata Knight Riders,Manish Pandey,not out,,,,,,,1,18,28,0,0,64.28,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-chennai-super-kings-47th-match-734023/full-scorecard
3332,Kolkata Knight Riders,Shakib Al Hasan,not out,,,,,,,1,46,21,6,2,219.04,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-chennai-super-kings-47th-match-734023/full-scorecard
3333,Mumbai Indians,Lendl Simmons,not out,,,,,,,1,100,61,14,2,163.93,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-mumbai-indians-48th-match-734025/full-scorecard
3334,Mumbai Indians,Michael Hussey,b Patel,,,1,,,,,6,13,0,0,46.15,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-mumbai-indians-48th-match-734025/full-scorecard
3335,Mumbai Indians,Ambati Rayudu,c Sehwag b Dhawan,,1,,,,,,17,14,0,0,121.42,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-mumbai-indians-48th-match-734025/full-scorecard
3336,Mumbai Indians,Rohit Sharma,c Sandeep Sharma b Hendricks,,1,,,,,,18,20,2,0,90,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-mumbai-indians-48th-match-734025/full-scorecard
3337,Mumbai Indians,Kieron Pollard,not out,,,,,,,1,8,6,0,1,133.33,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-mumbai-indians-48th-match-734025/full-scorecard
3338,Royal Challengers Bangalore,Chris Gayle,lbw b UT Yadav,,,,1,,,,6,9,1,0,66.66,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-royal-challengers-bangalore-49th-match-734027/full-scorecard
3339,Royal Challengers Bangalore,Yogesh Takawale,b Narine,,,1,,,,,45,36,5,1,125,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-royal-challengers-bangalore-49th-match-734027/full-scorecard
3340,Royal Challengers Bangalore,Virat Kohli,c Morkel b Narine,,1,,,,,,38,31,3,1,122.58,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-royal-challengers-bangalore-49th-match-734027/full-scorecard
3341,Royal Challengers Bangalore,Yuvraj Singh,c Vinay Kumar b Narine,,1,,,,,,22,12,1,2,183.33,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-royal-challengers-bangalore-49th-match-734027/full-scorecard
3342,Royal Challengers Bangalore,AB de Villiers,b Narine,,,1,,,,,13,13,1,0,100,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-royal-challengers-bangalore-49th-match-734027/full-scorecard
3343,Royal Challengers Bangalore,Sachin Rana,not out,,,,,,,1,19,12,2,0,158.33,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-royal-challengers-bangalore-49th-match-734027/full-scorecard
3344,Royal Challengers Bangalore,Mitchell Starc,not out,,,,,,,1,12,8,1,0,150,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-royal-challengers-bangalore-49th-match-734027/full-scorecard
3345,Sunrisers Hyderabad,David Warner,b Hastings,,,1,,,,,90,45,12,3,200,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-sunrisers-hyderabad-50th-match-734029/full-scorecard
3346,Sunrisers Hyderabad,Shikhar Dhawan,not out,,,,,,,1,64,49,4,2,130.61,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-sunrisers-hyderabad-50th-match-734029/full-scorecard
3347,Sunrisers Hyderabad,Naman Ojha  ,c Negi b Raina,,1,,,,,,19,18,0,1,105.55,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-sunrisers-hyderabad-50th-match-734029/full-scorecard
3348,Sunrisers Hyderabad,Aaron Finch,run out (Raina/Negi),,,,,1,,,7,3,0,1,233.33,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-sunrisers-hyderabad-50th-match-734029/full-scorecard
3349,Sunrisers Hyderabad,Daren Sammy,c du Plessis b Jadeja,,1,,,,,,0,3,0,0,0,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-sunrisers-hyderabad-50th-match-734029/full-scorecard
3350,Sunrisers Hyderabad,Venugopal Rao,not out,,,,,,,1,4,1,1,0,400,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-sunrisers-hyderabad-50th-match-734029/full-scorecard
3351,Delhi Daredevils,Murali Vijay,st  Tare b Gopal,,,,,,,,8,12,0,0,66.66,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-delhi-daredevils-51st-match-734031/full-scorecard
3352,Delhi Daredevils,Kevin Pietersen,b Harbhajan Singh,,,1,,,,,44,31,6,1,141.93,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-delhi-daredevils-51st-match-734031/full-scorecard
3353,Delhi Daredevils,Dinesh Karthik,b de Lange,,,1,,,,,7,13,1,0,53.84,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-delhi-daredevils-51st-match-734031/full-scorecard
3354,Delhi Daredevils,Manoj Tiwary,c Hussey b de Lange,,1,,,,,,41,31,5,1,132.25,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-delhi-daredevils-51st-match-734031/full-scorecard
3355,Delhi Daredevils,Jean-Paul Duminy,not out,,,,,,,1,45,29,0,4,155.17,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-delhi-daredevils-51st-match-734031/full-scorecard
3356,Delhi Daredevils,Kedar Jadhav,not out,,,,,,,1,7,5,1,0,140,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-delhi-daredevils-51st-match-734031/full-scorecard
3357,Rajasthan Royals,Ajinkya Rahane,b Dhawan,,,1,,,,,23,26,2,0,88.46,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-rajasthan-royals-52nd-match-734033/full-scorecard
3358,Rajasthan Royals,Karun Nair,c Bailey b Balaji,,1,,,,,,11,6,2,0,183.33,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-rajasthan-royals-52nd-match-734033/full-scorecard
3359,Rajasthan Royals,Sanju Samson,st  Saha b Karanveer Singh,,,,,,,,30,29,2,1,103.44,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-rajasthan-royals-52nd-match-734033/full-scorecard
3360,Rajasthan Royals,Shane Watson,b Dhawan,,,1,,,,,0,1,0,0,0,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-rajasthan-royals-52nd-match-734033/full-scorecard
3361,Rajasthan Royals,Stuart Binny,c Marsh b Karanveer Singh,,1,,,,,,7,10,0,0,70,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-rajasthan-royals-52nd-match-734033/full-scorecard
3362,Rajasthan Royals,Rahul Tewatia,c Karanveer Singh b Patel,,1,,,,,,16,13,0,1,123.07,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-rajasthan-royals-52nd-match-734033/full-scorecard
3363,Rajasthan Royals,Brad Hodge,st  Saha b Patel,,,,,,,,31,18,2,2,172.22,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-rajasthan-royals-52nd-match-734033/full-scorecard
3364,Rajasthan Royals,James Faulkner,not out,,,,,,,1,35,13,1,4,269.23,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-rajasthan-royals-52nd-match-734033/full-scorecard
3365,Rajasthan Royals,Kevon Cooper,c Marsh b Patel,,1,,,,,,2,2,0,0,100,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-rajasthan-royals-52nd-match-734033/full-scorecard
3366,Rajasthan Royals,Vikramjeet Malik,not out,,,,,,,1,1,2,0,0,50,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-rajasthan-royals-52nd-match-734033/full-scorecard
3367,Chennai Super Kings,Dwayne Smith,c Kohli b Rampaul,,1,,,,,,34,17,4,1,200,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/royal-challengers-bangalore-vs-chennai-super-kings-53rd-match-734035/full-scorecard
3368,Chennai Super Kings,Faf du Plessis,not out,,,,,,,1,54,43,3,3,125.58,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/royal-challengers-bangalore-vs-chennai-super-kings-53rd-match-734035/full-scorecard
3369,Chennai Super Kings,Suresh Raina,st  Takawale b Yuvraj Singh,,,,,,,,18,18,2,0,100,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/royal-challengers-bangalore-vs-chennai-super-kings-53rd-match-734035/full-scorecard
3370,Chennai Super Kings,MS Dhoni ,not out,,,,,,,1,49,28,4,3,175,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/royal-challengers-bangalore-vs-chennai-super-kings-53rd-match-734035/full-scorecard
3371,Kolkata Knight Riders,Robin Uthappa,c Holder b Sharma,,1,,,,,,41,30,4,2,136.66,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-sunrisers-hyderabad-54th-match-734037/full-scorecard
3372,Kolkata Knight Riders,Gautam Gambhir,b Holder,,,1,,,,,28,18,4,1,155.55,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-sunrisers-hyderabad-54th-match-734037/full-scorecard
3373,Kolkata Knight Riders,Manish Pandey,c Steyn b Sharma,,1,,,,,,2,7,0,0,28.57,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-sunrisers-hyderabad-54th-match-734037/full-scorecard
3374,Kolkata Knight Riders,Yusuf Pathan,c Dhawan b Sharma,,1,,,,,,72,22,5,7,327.27,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-sunrisers-hyderabad-54th-match-734037/full-scorecard
3375,Kolkata Knight Riders,Ryan ten Doeschate,run out ( Ojha/Sammy),,,,,1,,,0,1,0,0,0,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-sunrisers-hyderabad-54th-match-734037/full-scorecard
3376,Kolkata Knight Riders,Shakib Al Hasan,c Holder b Sharma,,1,,,,,,1,5,0,0,20,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-sunrisers-hyderabad-54th-match-734037/full-scorecard
3377,Kolkata Knight Riders,Suryakumar Yadav,not out,,,,,,,1,12,5,1,1,240,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-sunrisers-hyderabad-54th-match-734037/full-scorecard
3378,Kolkata Knight Riders,Vinay Kumar,not out,,,,,,,1,0,0,0,0,,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-sunrisers-hyderabad-54th-match-734037/full-scorecard
3379,Kings XI Punjab,Virender Sehwag,c  Karthik b Mohammed Shami,,1,,,,,,9,7,2,0,128.57,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-delhi-daredevils-55th-match-734039/full-scorecard
3380,Kings XI Punjab,Manan Vohra,b Imran Tahir,,,1,,,,,47,38,4,2,123.68,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-delhi-daredevils-55th-match-734039/full-scorecard
3381,Kings XI Punjab,Glenn Maxwell,c Pietersen b Unadkat,,1,,,,,,0,3,0,0,0,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-delhi-daredevils-55th-match-734039/full-scorecard
3382,Kings XI Punjab,David Miller,not out,,,,,,,1,47,34,4,2,138.23,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-delhi-daredevils-55th-match-734039/full-scorecard
3383,Kings XI Punjab,George Bailey,not out,,,,,,,1,1,1,0,0,100,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-delhi-daredevils-55th-match-734039/full-scorecard
3384,Mumbai Indians,Lendl Simmons,c Faulkner b Kulkarni,,1,,,,,,12,8,3,0,150,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-rajasthan-royals-56th-match-734041/full-scorecard
3385,Mumbai Indians,Michael Hussey,b Cooper,,,1,,,,,22,11,1,2,200,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-rajasthan-royals-56th-match-734041/full-scorecard
3386,Mumbai Indians,Corey Anderson,not out,,,,,,,1,95,44,9,6,215.9,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-rajasthan-royals-56th-match-734041/full-scorecard
3387,Mumbai Indians,Kieron Pollard,c Hodge b Cooper,,1,,,,,,7,3,0,1,233.33,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-rajasthan-royals-56th-match-734041/full-scorecard
3388,Mumbai Indians,Rohit Sharma,c Nair b Kulkarni,,1,,,,,,16,11,1,1,145.45,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-rajasthan-royals-56th-match-734041/full-scorecard
3389,Mumbai Indians,Ambati Rayudu,run out (Nair/ Samson),,,,,1,,,30,10,5,1,300,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-rajasthan-royals-56th-match-734041/full-scorecard
3390,Mumbai Indians,Aditya Tare,not out,,,,,,,1,6,1,0,1,600,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-rajasthan-royals-56th-match-734041/full-scorecard
3391,Kings XI Punjab,Virender Sehwag,c Shakib Al Hasan b UT Yadav,,1,,,,,,2,3,0,0,66.66,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-kings-xi-punjab-qualifier-1-734043/full-scorecard
3392,Kings XI Punjab,Manan Vohra,c UT Yadav b Morkel,,1,,,,,,26,19,0,3,136.84,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-kings-xi-punjab-qualifier-1-734043/full-scorecard
3393,Kings XI Punjab,Wriddhiman Saha,c UT Yadav b Morkel,,1,,,,,,35,31,2,2,112.9,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-kings-xi-punjab-qualifier-1-734043/full-scorecard
3394,Kings XI Punjab,Glenn Maxwell,lbw b UT Yadav,,,,1,,,,6,9,1,0,66.66,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-kings-xi-punjab-qualifier-1-734043/full-scorecard
3395,Kings XI Punjab,David Miller,b Chawla,,,1,,,,,8,12,0,0,66.66,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-kings-xi-punjab-qualifier-1-734043/full-scorecard
3396,Kings XI Punjab,Axar Patel,run out (Chawla/ Uthappa),,,,,1,,,2,2,0,0,100,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-kings-xi-punjab-qualifier-1-734043/full-scorecard
3397,Kings XI Punjab,George Bailey,c Pandey b UT Yadav,,1,,,,,,26,17,1,2,152.94,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-kings-xi-punjab-qualifier-1-734043/full-scorecard
3398,Kings XI Punjab,Rishi Dhawan,st  Uthappa b Shakib Al Hasan,,,,,,,,14,15,0,1,93.33,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-kings-xi-punjab-qualifier-1-734043/full-scorecard
3399,Kings XI Punjab,Mitchell Johnson,not out,,,,,,,1,10,11,0,1,90.9,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-kings-xi-punjab-qualifier-1-734043/full-scorecard
3400,Kings XI Punjab,Karanveer Singh,not out,,,,,,,1,1,1,0,0,100,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kolkata-knight-riders-vs-kings-xi-punjab-qualifier-1-734043/full-scorecard
3401,Chennai Super Kings,Dwayne Smith,c Pollard b Harbhajan Singh,,1,,,,,,24,20,4,0,120,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-chennai-super-kings-eliminator-734045/full-scorecard
3402,Chennai Super Kings,Faf du Plessis,c sub (BR Dunk) b Harbhajan Singh,,1,,,,,,35,20,5,1,175,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-chennai-super-kings-eliminator-734045/full-scorecard
3403,Chennai Super Kings,Suresh Raina,not out,,,,,,,1,54,33,4,2,163.63,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-chennai-super-kings-eliminator-734045/full-scorecard
3404,Chennai Super Kings,Brendon McCullum,st  Tare b Ojha,,,,,,,,14,11,0,2,127.27,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-chennai-super-kings-eliminator-734045/full-scorecard
3405,Chennai Super Kings,David Hussey,not out,,,,,,,1,40,29,2,3,137.93,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/mumbai-indians-vs-chennai-super-kings-eliminator-734045/full-scorecard
3406,Chennai Super Kings,Dwayne Smith,b Sandeep Sharma,,,1,,,,,7,11,0,0,63.63,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-kings-xi-punjab-qualifier-2-734047/full-scorecard
3407,Chennai Super Kings,Faf du Plessis,c Bailey b Johnson,,1,,,,,,0,1,0,0,0,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-kings-xi-punjab-qualifier-2-734047/full-scorecard
3408,Chennai Super Kings,Suresh Raina,run out (Bailey),,,,,1,,,87,25,12,6,348,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-kings-xi-punjab-qualifier-2-734047/full-scorecard
3409,Chennai Super Kings,Brendon McCullum,run out (Maxwell/ Saha),,,,,1,,,11,16,0,0,68.75,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-kings-xi-punjab-qualifier-2-734047/full-scorecard
3410,Chennai Super Kings,Ravindra Jadeja,c Johnson b Awana,,1,,,,,,27,21,2,1,128.57,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-kings-xi-punjab-qualifier-2-734047/full-scorecard
3411,Chennai Super Kings,David Hussey,c Sehwag b Awana,,1,,,,,,1,3,0,0,33.33,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-kings-xi-punjab-qualifier-2-734047/full-scorecard
3412,Chennai Super Kings,MS Dhoni ,not out,,,,,,,1,42,31,3,3,135.48,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-kings-xi-punjab-qualifier-2-734047/full-scorecard
3413,Chennai Super Kings,Ravichandran Ashwin,st  Saha b Patel,,,,,,,,10,11,0,0,90.9,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-kings-xi-punjab-qualifier-2-734047/full-scorecard
3414,Chennai Super Kings,Mohit Sharma,not out,,,,,,,1,1,3,0,0,33.33,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/chennai-super-kings-vs-kings-xi-punjab-qualifier-2-734047/full-scorecard
3415,Kolkata Knight Riders,Robin Uthappa,c Patel b Johnson,,1,,,,,,5,3,1,0,166.66,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-kolkata-knight-riders-final-734049/full-scorecard
3416,Kolkata Knight Riders,Gautam Gambhir,c Miller b Karanveer Singh,,1,,,,,,23,17,3,0,135.29,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-kolkata-knight-riders-final-734049/full-scorecard
3417,Kolkata Knight Riders,Manish Pandey,c Bailey b Karanveer Singh,,1,,,,,,94,50,7,6,188,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-kolkata-knight-riders-final-734049/full-scorecard
3418,Kolkata Knight Riders,Yusuf Pathan,c Maxwell b Karanveer Singh,,1,,,,,,36,22,0,4,163.63,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-kolkata-knight-riders-final-734049/full-scorecard
3419,Kolkata Knight Riders,Shakib Al Hasan,run out (Bailey),,,,,1,,,12,7,2,0,171.42,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-kolkata-knight-riders-final-734049/full-scorecard
3420,Kolkata Knight Riders,Ryan ten Doeschate,c Miller b Karanveer Singh,,1,,,,,,4,3,1,0,133.33,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-kolkata-knight-riders-final-734049/full-scorecard
3421,Kolkata Knight Riders,Suryakumar Yadav,c Vohra b Johnson,,1,,,,,,5,6,0,0,83.33,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-kolkata-knight-riders-final-734049/full-scorecard
3422,Kolkata Knight Riders,Piyush Chawla,not out,,,,,,,1,13,5,1,1,260,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-kolkata-knight-riders-final-734049/full-scorecard
3423,Kolkata Knight Riders,Sunil Narine,not out,,,,,,,1,2,4,0,0,50,2014,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2014-695871/kings-xi-punjab-vs-kolkata-knight-riders-final-734049/full-scorecard
3424,Kolkata Knight Riders,Robin Uthappa,c Harbhajan Singh b Anderson,,1,,,,,,9,12,0,1,75,2015,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-mumbai-indians-1st-match-829705/full-scorecard
3425,Kolkata Knight Riders,Gautam Gambhir,c Rayudu b Bumrah,,1,,,,,,57,43,7,1,132.55,2015,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-mumbai-indians-1st-match-829705/full-scorecard
3426,Kolkata Knight Riders,Manish Pandey,c Pollard b Harbhajan Singh,,1,,,,,,40,24,2,3,166.66,2015,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-mumbai-indians-1st-match-829705/full-scorecard
3427,Kolkata Knight Riders,Suryakumar Yadav,not out,,,,,,,1,46,20,1,5,230,2015,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-mumbai-indians-1st-match-829705/full-scorecard
3428,Kolkata Knight Riders,Yusuf Pathan,not out,,,,,,,1,14,12,1,1,116.66,2015,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/kolkata-knight-riders-vs-mumbai-indians-1st-match-829705/full-scorecard
3429,Delhi Daredevils,Mayank Agarwal,c  Dhoni b Nehra,,1,,,,,,15,12,2,1,125,2015,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/chennai-super-kings-vs-delhi-daredevils-2nd-match-829707/full-scorecard
3430,Delhi Daredevils,Chidhambaram Gautam  ,c Bravo b Nehra,,1,,,,,,4,5,0,0,80,2015,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/chennai-super-kings-vs-delhi-daredevils-2nd-match-829707/full-scorecard
3431,Delhi Daredevils,Albie Morkel,not out,,,,,,,1,73,55,8,1,132.72,2015,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/chennai-super-kings-vs-delhi-daredevils-2nd-match-829707/full-scorecard
3432,Delhi Daredevils,Shreyas Iyer,c du Plessis b Nehra,,1,,,,,,7,7,1,0,100,2015,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/chennai-super-kings-vs-delhi-daredevils-2nd-match-829707/full-scorecard
3433,Delhi Daredevils,Kedar Jadhav,c Jadeja b Sharma,,1,,,,,,20,20,2,0,100,2015,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/chennai-super-kings-vs-delhi-daredevils-2nd-match-829707/full-scorecard
3434,Delhi Daredevils,Yuvraj Singh,c Pandey b Bravo,,1,,,,,,9,6,1,0,150,2015,https://www.espncricinfo.com/series/pepsi-indian-premier-league-2015-791129/chennai-super-kings-vs-delhi-daredevils-2nd-match-829707/full-scorecard
